Year,Month,Month_Number,Division,Region,Revenue,COGS,Gross_Profit,Marketing,Salaries,Logistics,Other_OpEx,Total_OpEx,EBITDA
2024,April,4,Personal Care,Rivers,15000,6300,8700,1800,1350,600,450,4200,4500
2024,May,5,Personal Care,Rivers,15750,6615,9135,1890,1418,630,472,4410,4725
2024,June,6,Personal Care,Rivers,16200,6804,9396,1944,1458,648,486,4536,4860
2024,July,7,Personal Care,Rivers,14250,5985,8265,1710,1282,570,428,3990,4275
2024,August,8,Personal Care,Rivers,13800,5796,8004,1656,1242,552,414,3864,4140
2024,September,9,Personal Care,Rivers,14700,6174,8526,1764,1323,588,441,4116,4410
2024,October,10,Personal Care,Rivers,16500,6930,9570,1980,1485,660,495,4620,4950
2024,November,11,Personal Care,Rivers,17250,7245,10005,2070,1552,690,518,4830,5175
2024,December,12,Personal Care,Rivers,18000,7560,10440,2160,1620,720,540,5040,5400
2024,January,1,Personal Care,Kano,10560,4435,6125,1267,950,422,317,2956,3169
2024,February,2,Personal Care,Kano,10800,4536,6264,1296,972,432,324,3024,3240
2024,March,3,Personal Care,Kano,11640,4889,6751,1397,1048,466,349,3260,3491
2024,April,4,Personal Care,Kano,12000,5040,6960,1440,1080,480,360,3360,3600
2024,May,5,Personal Care,Kano,12600,5292,7308,1512,1134,504,378,3528,3780
2024,June,6,Personal Care,Kano,12960,5443,7517,1555,1166,518,389,3628,3889
2024,July,7,Personal Care,Kano,11400,4788,6612,1368,1026,456,342,3192,3420
2024,August,8,Personal Care,Kano,11040,4637,6403,1325,994,442,331,3092,3311
2024,September,9,Personal Care,Kano,11760,4939,6821,1411,1058,470,353,3292,3529
2024,October,10,Personal Care,Kano,13200,5544,7656,1584,1188,528,396,3696,3960
2024,November,11,Personal Care,Kano,13800,5796,8004,1656,1242,552,414,3864,4140
2024,December,12,Personal Care,Kano,14400,6048,8352,1728,1296,576,432,4032,4320
2024,January,1,Personal Care,International,21120,8870,12250,2534,1901,845,634,5914,6336
2024,February,2,Personal Care,International,21600,9072,12528,2592,1944,864,648,6048,6480
2024,March,3,Personal Care,International,23280,9778,13502,2794,2095,931,698,6518,6984
2024,April,4,Personal Care,International,24000,10080,13920,2880,2160,960,720,6720,7200
2024,May,5,Personal Care,International,25200,10584,14616,3024,2268,1008,756,7056,7560
2024,June,6,Personal Care,International,25920,10886,15034,3110,2333,1037,778,7258,7776
2024,July,7,Personal Care,International,22800,9576,13224,2736,2052,912,684,6384,6840
2024,August,8,Personal Care,International,22080,9274,12806,2650,1987,883,662,6182,6624
2024,September,9,Personal Care,International,23520,9878,13642,2822,2117,941,706,6586,7056
2024,October,10,Personal Care,International,26400,11088,15312,3168,2376,1056,792,7392,7920
2024,November,11,Personal Care,International,27600,11592,16008,3312,2484,1104,828,7728,8280
2024,December,12,Personal Care,International,28800,12096,16704,3456,2592,1152,864,8064,8640
2024,January,1,Home Care,Lagos,21120,9293,11827,1690,1901,1267,634,5492,6335
2024,February,2,Home Care,Lagos,21600,9504,12096,1728,1944,1296,648,5616,6480
2024,March,3,Home Care,Lagos,23280,10243,13037,1862,2095,1397,698,6052,6985
2024,April,4,Home Care,Lagos,24000,10560,13440,1920,2160,1440,720,6240,7200
2024,May,5,Home Care,Lagos,25200,11088,14112,2016,2268,1512,756,6552,7560
2024,June,6,Home Care,Lagos,25920,11405,14515,2074,2333,1555,778,6740,7775
2024,July,7,Home Care,Lagos,22800,10032,12768,1824,2052,1368,684,5928,6840
2024,August,8,Home Care,Lagos,22080,9715,12365,1766,1987,1325,662,5740,6625
2024,September,9,Home Care,Lagos,23520,10349,13171,1882,2117,1411,706,6116,7055
2024,October,10,Home Care,Lagos,26400,11616,14784,2112,2376,1584,792,6864,7920
2024,November,11,Home Care,Lagos,27600,12144,15456,2208,2484,1656,828,7176,8280
2024,December,12,Home Care,Lagos,28800,12672,16128,2304,2592,1728,864,7488,8640
2024,January,1,Home Care,Abuja,12320,5421,6899,986,1109,739,370,3204,3695
2024,February,2,Home Care,Abuja,12600,5544,7056,1008,1134,756,378,3276,3780
2024,March,3,Home Care,Abuja,13580,5975,7605,1086,1222,815,407,3530,4075
2024,April,4,Home Care,Abuja,14000,6160,7840,1120,1260,840,420,3640,4200
2024,May,5,Home Care,Abuja,14700,6468,8232,1176,1323,882,441,3822,4410
2024,June,6,Home Care,Abuja,15120,6653,8467,1210,1361,907,454,3932,4535
2024,July,7,Home Care,Abuja,13300,5852,7448,1064,1197,798,399,3458,3990
2024,August,8,Home Care,Abuja,12880,5667,7213,1030,1159,773,386,3348,3865
2024,September,9,Home Care,Abuja,13720,6037,7683,1098,1235,823,412,3568,4115
2024,October,10,Home Care,Abuja,15400,6776,8624,1232,1386,924,462,4004,4620
2024,November,11,Home Care,Abuja,16100,7084,9016,1288,1449,966,483,4186,4830
2024,December,12,Home Care,Abuja,16800,7392,9408,1344,1512,1008,504,4368,5040
2024,January,1,Home Care,Rivers,9680,4259,5421,774,871,581,290,2516,2905
2024,February,2,Home Care,Rivers,9900,4356,5544,792,891,594,297,2574,2970
2024,March,3,Home Care,Rivers,10670,4695,5975,854,960,640,320,2774,3201
2024,April,4,Home Care,Rivers,11000,4840,6160,880,990,660,330,2860,3300
2024,May,5,Home Care,Rivers,11550,5082,6468,924,1040,693,346,3003,3465
2024,June,6,Home Care,Rivers,11880,5227,6653,950,1069,713,356,3088,3565
2024,July,7,Home Care,Rivers,10450,4598,5852,836,940,627,314,2717,3135
2024,August,8,Home Care,Rivers,10120,4453,5667,810,911,607,304,2632,3035
2024,September,9,Home Care,Rivers,10780,4743,6037,862,970,647,323,2802,3235
2024,October,10,Home Care,Rivers,12100,5324,6776,968,1089,726,363,3146,3630
2024,November,11,Home Care,Rivers,12650,5566,7084,1012,1138,759,380,3289,3795
2024,December,12,Home Care,Rivers,13200,5808,7392,1056,1188,792,396,3432,3960
2024,January,1,Home Care,Kano,8360,3678,4682,669,752,502,251,2174,2508
2024,February,2,Home Care,Kano,8550,3762,4788,684,770,513,256,2223,2565
2024,March,3,Home Care,Kano,9215,4055,5160,737,829,553,276,2395,2765
2024,April,4,Home Care,Kano,9500,4180,5320,760,855,570,285,2470,2850
2024,May,5,Home Care,Kano,9975,4389,5586,798,898,598,299,2593,2993
2024,June,6,Home Care,Kano,10260,4514,5746,821,923,616,308,2668,3078
2024,July,7,Home Care,Kano,9025,3971,5054,722,812,542,271,2347,2707
2024,August,8,Home Care,Kano,8740,3846,4894,699,787,524,262,2272,2622
2024,September,9,Home Care,Kano,9310,4096,5214,745,838,559,279,2421,2793
2024,October,10,Home Care,Kano,10450,4598,5852,836,940,627,314,2717,3135
2024,November,11,Home Care,Kano,10925,4807,6118,874,983,656,328,2841,3277
2024,December,12,Home Care,Kano,11400,5016,6384,912,1026,684,342,2964,3420
2024,January,1,Home Care,International,14960,6582,8378,1197,1346,898,449,3890,4488
2024,February,2,Home Care,International,15300,6732,8568,1224,1377,918,459,3978,4590
2024,March,3,Home Care,International,16490,7256,9234,1319,1484,989,495,4287,4947
2024,April,4,Home Care,International,17000,7480,9520,1360,1530,1020,510,4420,5100
2024,May,5,Home Care,International,17850,7854,9996,1428,1606,1071,536,4641,5355
2024,June,6,Home Care,International,18360,8078,10282,1469,1652,1102,551,4774,5508
2024,July,7,Home Care,International,16150,7106,9044,1292,1454,969,484,4199,4845
2024,August,8,Home Care,International,15640,6882,8758,1251,1408,938,469,4066,4692
2024,September,9,Home Care,International,16660,7330,9330,1333,1499,1000,500,4332,4998
2024,October,10,Home Care,International,18700,8228,10472,1496,1683,1122,561,4862,5610
2024,November,11,Home Care,International,19550,8602,10948,1564,1760,1173,586,5083,5865
2024,December,12,Home Care,International,20400,8976,11424,1632,1836,1224,612,5304,6120
2024,January,1,Packaged Foods,Lagos,32560,16606,15954,2279,2605,1954,977,7815,8139
2024,February,2,Packaged Foods,Lagos,33300,16983,16317,2331,2664,1998,999,7992,8325
2024,March,3,Packaged Foods,Lagos,35890,18304,17586,2512,2871,2153,1077,8613,8973
2024,April,4,Packaged Foods,Lagos,37000,18870,18130,2590,2960,2220,1110,8880,9250
2024,May,5,Packaged Foods,Lagos,38850,19814,19036,2720,3108,2331,1166,9325,9711
2024,June,6,Packaged Foods,Lagos,39960,20380,19580,2797,3197,2398,1199,9591,9989
2024,July,7,Packaged Foods,Lagos,35150,17926,17224,2461,2812,2109,1054,8436,8788
2024,August,8,Packaged Foods,Lagos,34040,17360,16680,2383,2723,2042,1021,8169,8511
2024,September,9,Packaged Foods,Lagos,36260,18493,17767,2538,2901,2176,1088,8703,9064
2024,October,10,Packaged Foods,Lagos,40700,20757,19943,2849,3256,2442,1221,9768,10175
2024,November,11,Packaged Foods,Lagos,42550,21700,20850,2979,3404,2553,1276,10212,10638
2024,December,12,Packaged Foods,Lagos,44400,22644,21756,3108,3552,2664,1332,10656,11100
2024,January,1,Packaged Foods,Abuja,19360,9874,9486,1355,1549,1162,581,4647,4839
2024,February,2,Packaged Foods,Abuja,19800,10098,9702,1386,1584,1188,594,4752,4950
2024,March,3,Packaged Foods,Abuja,21340,10883,10457,1494,1707,1280,640,5121,5336
2024,April,4,Packaged Foods,Abuja,22000,11220,10780,1540,1760,1320,660,5280,5500
2024,May,5,Packaged Foods,Abuja,23100,11781,11319,1617,1848,1386,693,5544,5775
2024,June,6,Packaged Foods,Abuja,23760,12118,11642,1663,1901,1426,713,5703,5939
2024,July,7,Packaged Foods,Abuja,20900,10659,10241,1463,1672,1254,627,5016,5225
2024,August,8,Packaged Foods,Abuja,20240,10322,9918,1417,1619,1214,607,4857,5061
2024,September,9,Packaged Foods,Abuja,21560,10996,10564,1509,1725,1294,647,5175,5389
2024,October,10,Packaged Foods,Abuja,24200,12342,11858,1694,1936,1452,726,5808,6050
2024,November,11,Packaged Foods,Abuja,25300,12903,12397,1771,2024,1518,759,6072,6325
2024,December,12,Packaged Foods,Abuja,26400,13464,12936,1848,2112,1584,792,6336,6600
2024,January,1,Packaged Foods,Rivers,14960,7630,7330,1047,1197,898,449,3591,3739
2024,February,2,Packaged Foods,Rivers,15300,7803,7497,1071,1224,918,459,3672,3825
2024,March,3,Packaged Foods,Rivers,16490,8410,8080,1154,1319,989,495,3957,4123
2024,April,4,Packaged Foods,Rivers,17000,8670,8330,1190,1360,1020,510,4080,4250
2024,May,5,Packaged Foods,Rivers,17850,9104,8746,1250,1428,1071,536,4285,4461
2024,June,6,Packaged Foods,Rivers,18360,9364,8996,1285,1469,1102,551,4407,4589
2024,July,7,Packaged Foods,Rivers,16150,8236,7914,1130,1292,969,484,3875,4039
2024,August,8,Packaged Foods,Rivers,15640,7976,7664,1095,1251,938,469,3753,3911
2024,September,9,Packaged Foods,Rivers,16660,8497,8163,1166,1333,1000,500,3999,4164
2024,October,10,Packaged Foods,Rivers,18700,9537,9163,1309,1496,1122,561,4488,4675
2024,November,11,Packaged Foods,Rivers,19550,9970,9580,1369,1564,1173,586,4692,4888
2024,December,12,Packaged Foods,Rivers,20400,10404,9996,1428,1632,1224,612,4896,5100
2024,January,1,Packaged Foods,Kano,12320,6283,6037,862,986,739,370,2957,3080
2024,February,2,Packaged Foods,Kano,12600,6426,6174,882,1008,756,378,3024,3150
2024,March,3,Packaged Foods,Kano,13580,6926,6654,951,1086,815,407,3259,3395
2024,April,4,Packaged Foods,Kano,14000,7140,6860,980,1120,840,420,3360,3500
2024,May,5,Packaged Foods,Kano,14700,7497,7203,1029,1176,882,441,3528,3675
2024,June,6,Packaged Foods,Kano,15120,7711,7409,1058,1210,907,454,3629,3780
2024,July,7,Packaged Foods,Kano,13300,6783,6517,931,1064,798,399,3192,3325
2024,August,8,Packaged Foods,Kano,12880,6569,6311,902,1030,773,386,3091,3220
2024,September,9,Packaged Foods,Kano,13720,6997,6723,960,1098,823,412,3293,3430
2024,October,10,Packaged Foods,Kano,15400,7854,7546,1078,1232,924,462,3696,3850
2024,November,11,Packaged Foods,Kano,16100,8211,7889,1127,1288,966,483,3864,4025
2024,December,12,Packaged Foods,Kano,16800,8568,8232,1176,1344,1008,504,4032,4200
2024,January,1,Packaged Foods,International,24640,12566,12074,1725,1971,1478,739,5913,6161
2024,February,2,Packaged Foods,International,25200,12852,12348,1764,2016,1512,756,6048,6300
2024,March,3,Packaged Foods,International,27160,13852,13308,1901,2173,1630,815,6519,6789
2024,April,4,Packaged Foods,International,28000,14280,13720,1960,2240,1680,840,6720,7000
2024,May,5,Packaged Foods,International,29400,14994,14406,2058,2352,1764,882,7056,7350
2024,June,6,Packaged Foods,International,30240,15422,14818,2117,2419,1814,907,7257,7561
2024,July,7,Packaged Foods,International,26600,13566,13034,1862,2128,1596,798,6384,6650
2024,August,8,Packaged Foods,International,25760,13138,12622,1803,2061,1546,773,6183,6439
2024,September,9,Packaged Foods,International,27440,13994,13446,1921,2195,1646,823,6585,6861
2024,October,10,Packaged Foods,International,30800,15708,15092,2156,2464,1848,924,7392,7700
2024,November,11,Packaged Foods,International,32200,16422,15778,2254,2576,1932,966,7728,8050
2024,December,12,Packaged Foods,International,33600,17136,16464,2352,2688,2016,1008,8064,8400
